,City mpg,Classification,Driveline,Engine Type,Fuel Type,Height,Highway mpg,Horsepower,Hybrid,ID,Length,Make,Model Year,Number of Forward Gears,Torque,Transmission,Width,Year
2902,21,Manual transmission,Rear-wheel drive,Lotus 1.8L 4 Cylinder 189 hp 133 ft-lbs,Gasoline,93,27,189,False,2009 Lotus Elise,200,Lotus,2009 Lotus Elise,6,133,6 Speed Manual,183,2009
2903,20,Manual transmission,Rear-wheel drive,Lotus 1.8L 4 Cylinder 218 hp 156 ft-lbs S-charged,Gasoline,93,26,218,False,2009 Lotus Elise SC,200,Lotus,2009 Lotus Elise,6,156,6 Speed Manual,183,2009
2904,22,Automatic transmission,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,Gasoline,170,33,169,False,2011 Chevrolet Malibu LS,7,Chevrolet,2011 Chevrolet Malibu,6,160,6 Speed Automatic Select Shift,249,2011
2905,22,Automatic transmission,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,Gasoline,170,33,169,False,2011 Chevrolet Malibu 1LT,7,Chevrolet,2011 Chevrolet Malibu,6,160,6 Speed Automatic Select Shift,249,2011
2906,22,Automatic transmission,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,Gasoline,170,33,169,False,2011 Chevrolet Malibu 2LT,7,Chevrolet,2011 Chevrolet Malibu,6,160,6 Speed Automatic Select Shift,249,2011
2907,17,Automatic transmission,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,Gasoline,170,26,252,False,2011 Chevrolet Malibu 2LT V6,7,Chevrolet,2011 Chevrolet Malibu,6,251,6 Speed Automatic Select Shift,249,2011
2908,22,Automatic transmission,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,Gasoline,170,33,169,False,2011 Chevrolet Malibu LTZ,7,Chevrolet,2011 Chevrolet Malibu,6,160,6 Speed Automatic Select Shift,249,2011
2909,17,Automatic transmission,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,Gasoline,170,26,252,False,2011 Chevrolet Malibu LTZ V6,7,Chevrolet,2011 Chevrolet Malibu,6,251,6 Speed Automatic Select Shift,249,2011
2910,17,Manual transmission,Rear-wheel drive,Lotus 3.5L 6 Cylinder 276 hp 258 ft-lbs,Gasoline,197,27,276,False,2011 Lotus Evora,244,Lotus,2011 Lotus Evora,6,258,6 Speed Manual,57,2011
2911,27,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,26,35,121,False,2012 MINI Cooper Countryman,11,MINI,2012 MINI Countryman,6,114,6 Speed Manual,252,2012
2912,25,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,26,30,121,False,2012 MINI Cooper Countryman AT,11,MINI,2012 MINI Countryman,6,114,6 Speed Automatic Select Shift,252,2012
2913,26,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,26,32,181,False,2012 MINI Cooper S Countryman,13,MINI,2012 MINI Countryman,6,177,6 Speed Manual,252,2012
2914,25,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,26,32,181,False,2012 MINI Cooper S Countryman AT,13,MINI,2012 MINI Countryman,6,177,6 Speed Automatic Select Shift,252,2012
2915,25,Manual transmission,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,26,31,181,False,2012 MINI Cooper S Countryman All4,13,MINI,2012 MINI Countryman,6,177,6 Speed Manual,252,2012
2916,23,Automatic transmission,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,26,30,181,False,2012 MINI Cooper S Countryman All4 AT,13,MINI,2012 MINI Countryman,6,177,6 Speed Automatic Select Shift,252,2012
2917,28,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,26,35,121,False,2011 MINI Cooper Countryman,11,MINI,2011 MINI Countryman,6,114,6 Speed Manual,252,2011
2918,25,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,26,30,121,False,2011 MINI Cooper Countryman AT,11,MINI,2011 MINI Countryman,6,114,6 Speed Automatic Select Shift,252,2011
2919,26,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,26,32,181,False,2011 MINI Cooper S Countryman,13,MINI,2011 MINI Countryman,6,177,6 Speed Manual,252,2011
2920,25,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,26,32,181,False,2011 MINI Cooper S Countryman AT,13,MINI,2011 MINI Countryman,6,177,6 Speed Automatic Select Shift,252,2011
2921,25,Manual transmission,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,26,31,181,False,2011 MINI Cooper S Countryman All4,13,MINI,2011 MINI Countryman,6,177,6 Speed Manual,252,2011
2922,23,Automatic transmission,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,26,30,181,False,2011 MINI Cooper S Countryman All4 AT,13,MINI,2011 MINI Countryman,6,177,6 Speed Automatic Select Shift,252,2011
2923,22,Automatic transmission,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,Gasoline,170,30,169,False,2010 Chevrolet Malibu LS,7,Chevrolet,2010 Chevrolet Malibu,4,160,4 Speed Automatic,249,2010
2924,22,Automatic transmission,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 170 hp 158 ft-lbs FFV,Gasoline,170,30,170,False,2010 Chevrolet Malibu Fleet,7,Chevrolet,2010 Chevrolet Malibu,4,158,4 Speed Automatic,249,2010
2925,22,Automatic transmission,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,Gasoline,170,33,169,False,2010 Chevrolet Malibu 1LT,7,Chevrolet,2010 Chevrolet Malibu,6,160,6 Speed Automatic Select Shift,249,2010
2926,22,Automatic transmission,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,Gasoline,170,33,169,False,2010 Chevrolet Malibu 2LT,7,Chevrolet,2010 Chevrolet Malibu,6,160,6 Speed Automatic Select Shift,249,2010
2927,17,Automatic transmission,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,Gasoline,170,26,252,False,2010 Chevrolet Malibu 2LT V6,7,Chevrolet,2010 Chevrolet Malibu,6,251,6 Speed Automatic Select Shift,249,2010
2928,22,Automatic transmission,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,Gasoline,170,33,169,False,2010 Chevrolet Malibu LTZ,7,Chevrolet,2010 Chevrolet Malibu,6,160,6 Speed Automatic Select Shift,249,2010
2929,17,Automatic transmission,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,Gasoline,170,26,252,False,2010 Chevrolet Malibu LTZ V6,7,Chevrolet,2010 Chevrolet Malibu,6,251,6 Speed Automatic Select Shift,249,2010
2930,20,Manual transmission,Rear-wheel drive,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,Gasoline,134,26,240,False,2011 Lotus Exige S240,213,Lotus,2011 Lotus Exige,6,170,6 Speed Manual,191,2011
2931,20,Manual transmission,Rear-wheel drive,Lotus 1.8L 4 Cylinder 257 hp 174 ft-lbs S-charged,Gasoline,134,26,257,False,2011 Lotus Exige S260,213,Lotus,2011 Lotus Exige,6,174,6 Speed Manual,191,2011
2932,20,Manual transmission,Rear-wheel drive,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,Gasoline,146,26,240,False,2010 Lotus Exige S240,200,Lotus,2010 Lotus Exige,6,170,6 Speed Manual,183,2010
2933,20,Manual transmission,Rear-wheel drive,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,Gasoline,144,26,240,False,2009 Lotus Exige S240,200,Lotus,2009 Lotus Exige,6,170,6 Speed Manual,191,2009
2934,21,Manual transmission,Rear-wheel drive,Lotus 1.8L 4 Cylinder 257 hp 174 ft-lbs S-charged,Gasoline,134,27,257,False,2009 Lotus Exige S260,213,Lotus,2009 Lotus Exige,6,174,6 Speed Manual,191,2009
2935,26,Manual transmission,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,Gasoline,236,35,138,False,2012 Chevrolet Sonic Sedan 1LS,44,Chevrolet,2012 Chevrolet Sonic Sedan,5,125,5 Speed Manual,198,2012
2936,25,Automatic transmission,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,Gasoline,236,35,138,False,2012 Chevrolet Sonic Sedan 2LS,44,Chevrolet,2012 Chevrolet Sonic Sedan,6,125,6 Speed Automatic,198,2012
2937,26,Manual transmission,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,Gasoline,236,35,138,False,2012 Chevrolet Sonic Sedan 1LT,44,Chevrolet,2012 Chevrolet Sonic Sedan,5,125,5 Speed Manual,198,2012
2938,25,Automatic transmission,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,Gasoline,236,35,138,False,2012 Chevrolet Sonic Sedan 2LT,44,Chevrolet,2012 Chevrolet Sonic Sedan,6,125,6 Speed Automatic,198,2012
2939,26,Manual transmission,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,Gasoline,236,35,138,False,2012 Chevrolet Sonic Sedan 1LZ,44,Chevrolet,2012 Chevrolet Sonic Sedan,5,125,5 Speed Manual,198,2012
2940,25,Automatic transmission,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,Gasoline,236,35,138,False,2012 Chevrolet Sonic Sedan 2LZ,44,Chevrolet,2012 Chevrolet Sonic Sedan,6,125,6 Speed Automatic,198,2012
2941,26,Automatic transmission,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 164 hp 159 ft-lbs Hybrid,Gasoline,170,34,164,True,2010 Chevrolet Malibu Hybrid Fleet,7,Chevrolet,2010 Chevrolet Malibu Hybrid,4,159,4 Speed Automatic,249,2010
2942,13,Automatic transmission,Rear-wheel drive,Maserati 4.2L 8 Cylinder 405 hp 339 ft-lbs,Gasoline,73,20,405,False,2011 Maserati GranTurismo Coup,17,Maserati,2011 Maserati GranTurismo Coup,6,339,6 Speed Automatic,123,2011
2943,13,Automatic transmission,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,Gasoline,73,20,433,False,2011 Maserati GranTurismo Coup S AT,17,Maserati,2011 Maserati GranTurismo Coup,6,361,6 Speed Automatic,123,2011
2944,12,Automatic transmission,Rear-wheel drive,Maserati 4.2L 8 Cylinder 405 hp 339 ft-lbs,Gasoline,73,19,405,False,2010 Maserati GranTurismo Coup,17,Maserati,2010 Maserati GranTurismo Coup,6,339,6 Speed Automatic,123,2010
2945,12,Automatic transmission,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,Gasoline,73,19,433,False,2010 Maserati GranTurismo Coup S AT,17,Maserati,2010 Maserati GranTurismo Coup,6,361,6 Speed Automatic,123,2010
2946,12,Automatic transmission,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,Gasoline,73,20,433,False,2011 Maserati GranTurismo Convertible,17,Maserati,2011 Maserati GranTurismo Convertible,6,361,6 Speed Automatic,54,2011
2947,12,Automatic transmission,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,Gasoline,73,19,433,False,2010 Maserati GranTurismo Convertible,17,Maserati,2010 Maserati GranTurismo Convertible,6,361,6 Speed Automatic,123,2010
2948,12,Automatic transmission,Rear-wheel drive,Maserati 4.2L 8 Cylinder 400 hp 339 ft-lbs,Gasoline,157,20,400,False,2011 Maserati Quattroporte,233,Maserati,2011 Maserati Quattroporte,6,339,6 Speed Automatic,102,2011
2949,12,Automatic transmission,Rear-wheel drive,Maserati 4.7L 8 Cylinder 430 hp 361 ft-lbs,Gasoline,157,19,430,False,2011 Maserati Quattroporte S,233,Maserati,2011 Maserati Quattroporte,6,361,6 Speed Automatic,102,2011
2950,12,Automatic transmission,Rear-wheel drive,Maserati 4.7L 8 Cylinder 440 hp 361 ft-lbs,Gasoline,142,19,440,False,2011 Maserati Quattroporte Sport GT S,233,Maserati,2011 Maserati Quattroporte,6,361,6 Speed Automatic,102,2011
2951,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,34,19,202,False,2011 Jeep Wrangler Sport,41,Jeep,2011 Jeep Wrangler,6,237,6 Speed Manual,79,2011
2952,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,34,19,202,False,2011 Jeep Wrangler Sport AT,41,Jeep,2011 Jeep Wrangler,4,237,4 Speed Automatic,79,2011
2953,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,34,19,202,False,2011 Jeep Wrangler Sport S,41,Jeep,2011 Jeep Wrangler,6,237,6 Speed Manual,79,2011
2954,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,34,19,202,False,2011 Jeep Wrangler Sport S AT,41,Jeep,2011 Jeep Wrangler,4,237,4 Speed Automatic,79,2011
2955,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,34,19,202,False,2011 Jeep Wrangler Sahara,41,Jeep,2011 Jeep Wrangler,6,237,6 Speed Manual,79,2011
2956,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,34,19,202,False,2011 Jeep Wrangler Sahara AT,41,Jeep,2011 Jeep Wrangler,4,237,4 Speed Automatic,79,2011
2957,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,34,19,202,False,2011 Jeep Wrangler Sahara 70th Anniversary,41,Jeep,2011 Jeep Wrangler,6,237,6 Speed Manual,79,2011
2958,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,34,19,202,False,2011 Jeep Wrangler Sahara 70th Anniversary AT,41,Jeep,2011 Jeep Wrangler,4,237,4 Speed Automatic,79,2011
2959,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,8,19,202,False,2011 Jeep Wrangler Mojave,41,Jeep,2011 Jeep Wrangler,6,237,6 Speed Manual,79,2011
2960,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,8,19,202,False,2011 Jeep Wrangler Mojave AT,41,Jeep,2011 Jeep Wrangler,4,237,4 Speed Automatic,79,2011
2961,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,34,19,202,False,2011 Jeep Wrangler Rubicon,41,Jeep,2011 Jeep Wrangler,6,237,6 Speed Manual,79,2011
2962,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,34,19,202,False,2011 Jeep Wrangler Rubicon AT,41,Jeep,2011 Jeep Wrangler,4,237,4 Speed Automatic,79,2011
2963,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,6,19,202,False,2011 Jeep Wrangler Unlimited Sport,52,Jeep,2011 Jeep Wrangler,6,237,6 Speed Manual,85,2011
2964,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,6,19,202,False,2011 Jeep Wrangler Unlimited Sport AT,52,Jeep,2011 Jeep Wrangler,4,237,4 Speed Automatic,85,2011
2965,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,6,19,202,False,2011 Jeep Wrangler Unlimited Sport S,52,Jeep,2011 Jeep Wrangler,6,237,6 Speed Manual,85,2011
2966,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,6,19,202,False,2011 Jeep Wrangler Unlimited Sport S AT,52,Jeep,2011 Jeep Wrangler,4,237,4 Speed Automatic,85,2011
2967,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,6,19,202,False,2011 Jeep Wrangler Unlimited Sport RHD,52,Jeep,2011 Jeep Wrangler,4,237,4 Speed Automatic,85,2011
2968,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,6,19,202,False,2011 Jeep Wrangler Unlimited Sahara,52,Jeep,2011 Jeep Wrangler,6,237,6 Speed Manual,85,2011
2969,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,6,19,202,False,2011 Jeep Wrangler Unlimited Sahara AT,52,Jeep,2011 Jeep Wrangler,4,237,4 Speed Automatic,85,2011
2970,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,39,19,202,False,2011 Jeep Wrangler Unlimited Sahara 70th Anniversary,52,Jeep,2011 Jeep Wrangler,6,237,6 Speed Manual,85,2011
2971,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,39,19,202,False,2011 Jeep Wrangler Unlimited Sahara 70th Anniversary AT,52,Jeep,2011 Jeep Wrangler,4,237,4 Speed Automatic,85,2011
2972,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,6,19,202,False,2011 Jeep Wrangler Unlimited Mojave,52,Jeep,2011 Jeep Wrangler,6,237,6 Speed Manual,85,2011
2973,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,6,19,202,False,2011 Jeep Wrangler Unlimited Mojave AT,52,Jeep,2011 Jeep Wrangler,4,237,4 Speed Automatic,85,2011
2974,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,39,19,202,False,2011 Jeep Wrangler Unlimited Rubicon,52,Jeep,2011 Jeep Wrangler,6,237,6 Speed Manual,85,2011
2975,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,Gasoline,39,19,202,False,2011 Jeep Wrangler Unlimited Rubicon AT,52,Jeep,2011 Jeep Wrangler,4,237,4 Speed Automatic,85,2011
2976,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,8,19,205,False,2010 Jeep Wrangler Sport,41,Jeep,2010 Jeep Wrangler,6,240,6 Speed Manual,55,2010
2977,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,8,19,205,False,2010 Jeep Wrangler Sport AT,41,Jeep,2010 Jeep Wrangler,4,240,4 Speed Automatic,55,2010
2978,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,8,19,205,False,2010 Jeep Wrangler Sahara,64,Jeep,2010 Jeep Wrangler,6,240,6 Speed Manual,55,2010
2979,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,8,19,205,False,2010 Jeep Wrangler Sahara AT,64,Jeep,2010 Jeep Wrangler,4,240,4 Speed Automatic,55,2010
2980,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,8,19,205,False,2010 Jeep Wrangler Rubicon,64,Jeep,2010 Jeep Wrangler,6,240,6 Speed Manual,55,2010
2981,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,8,19,205,False,2010 Jeep Wrangler Rubicon AT,64,Jeep,2010 Jeep Wrangler,4,240,4 Speed Automatic,55,2010
2982,15,Automatic transmission,Rear-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,6,20,205,False,2010 Jeep Wrangler Unlimited Sport,57,Jeep,2010 Jeep Wrangler,4,240,4 Speed Automatic,55,2010
2983,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,6,19,205,False,2010 Jeep Wrangler Unlimited Sport 4x4,57,Jeep,2010 Jeep Wrangler,6,240,6 Speed Manual,55,2010
2984,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,6,19,205,False,2010 Jeep Wrangler Unlimited Sport AT 4x4,57,Jeep,2010 Jeep Wrangler,4,240,4 Speed Automatic,55,2010
2985,15,Automatic transmission,Rear-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,6,20,205,False,2010 Jeep Wrangler Unlimited Sahara,75,Jeep,2010 Jeep Wrangler,4,240,4 Speed Automatic,55,2010
2986,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,6,19,205,False,2010 Jeep Wrangler Unlimited Sahara 4x4,75,Jeep,2010 Jeep Wrangler,6,240,6 Speed Manual,55,2010
2987,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,6,19,205,False,2010 Jeep Wrangler Unlimited Sahara AT 4x4,75,Jeep,2010 Jeep Wrangler,4,240,4 Speed Automatic,55,2010
2988,15,Manual transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,6,19,205,False,2010 Jeep Wrangler Unlimited Rubicon,75,Jeep,2010 Jeep Wrangler,6,240,6 Speed Manual,55,2010
2989,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,6,19,205,False,2010 Jeep Wrangler Unlimited Rubicon AT,75,Jeep,2010 Jeep Wrangler,4,240,4 Speed Automatic,55,2010
2990,15,Automatic transmission,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,Gasoline,6,19,205,False,2010 Jeep Wrangler Unlimited Sport RHD,52,Jeep,2010 Jeep Wrangler,4,240,4 Speed Automatic,85,2010
2991,18,Automatic transmission,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,127,25,185,False,2010 GMC Canyon WT 2WD AT,22,GMC,2010 GMC Canyon,4,190,4 Speed Automatic,181,2010
2992,18,Manual transmission,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,181,24,185,False,2010 GMC Canyon WT 4WD,22,GMC,2010 GMC Canyon,5,190,5 Speed Manual,206,2010
2993,17,Automatic transmission,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,181,23,185,False,2010 GMC Canyon WT 4WD AT,22,GMC,2010 GMC Canyon,4,190,4 Speed Automatic,206,2010
2994,17,Automatic transmission,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,127,23,242,False,2010 GMC Canyon WT 2WD 3.7L,22,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,181,2010
2995,17,Automatic transmission,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,181,23,242,False,2010 GMC Canyon WT 4WD 3.7L,22,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,206,2010
2996,12,Automatic transmission,Rear-wheel drive,Maserati 4.2L 8 Cylinder 400 hp 339 ft-lbs,Gasoline,157,20,400,False,2010 Maserati Quattroporte,233,Maserati,2010 Maserati Quattroporte,6,339,6 Speed Automatic,102,2010
2997,12,Automatic transmission,Rear-wheel drive,Maserati 4.7L 8 Cylinder 425 hp 361 ft-lbs,Gasoline,157,19,425,False,2010 Maserati Quattroporte S,233,Maserati,2010 Maserati Quattroporte,6,361,6 Speed Automatic,102,2010
2998,12,Automatic transmission,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,Gasoline,157,19,433,False,2010 Maserati Quattroporte Sport GT S,233,Maserati,2010 Maserati Quattroporte,6,361,6 Speed Automatic,102,2010
2999,15,Automatic transmission,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,Gasoline,249,20,250,False,2011 Honda Ridgeline RT,137,Honda,2011 Honda Ridgeline,5,247,5 Speed Automatic,184,2011
3000,15,Automatic transmission,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,Gasoline,249,20,250,False,2011 Honda Ridgeline RTS,137,Honda,2011 Honda Ridgeline,5,247,5 Speed Automatic,184,2011
3001,15,Automatic transmission,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,Gasoline,16,20,250,False,2011 Honda Ridgeline RTL,137,Honda,2011 Honda Ridgeline,5,247,5 Speed Automatic,184,2011
3002,15,Automatic transmission,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,Gasoline,249,20,250,False,2010 Honda Ridgeline RT,137,Honda,2010 Honda Ridgeline,5,247,5 Speed Automatic,184,2010
3003,15,Automatic transmission,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,Gasoline,249,20,250,False,2010 Honda Ridgeline RTS,137,Honda,2010 Honda Ridgeline,5,247,5 Speed Automatic,184,2010
3004,15,Automatic transmission,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,Gasoline,16,20,250,False,2010 Honda Ridgeline RTL,137,Honda,2010 Honda Ridgeline,5,247,5 Speed Automatic,184,2010
3005,29,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,99,37,121,False,2012 MINI Cooper Coupe,144,MINI,2012 MINI Cooper Coupe,6,114,6 Speed Manual,148,2012
3006,28,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,Gasoline,99,36,121,False,2012 MINI Cooper Coupe AT,144,MINI,2012 MINI Cooper Coupe,6,114,6 Speed Automatic Select Shift,148,2012
3007,27,Manual transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,104,35,181,False,2012 MINI Cooper S Coupe,144,MINI,2012 MINI Cooper Coupe,6,177,6 Speed Manual,148,2012
3008,26,Automatic transmission,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,Gasoline,104,34,181,False,2012 MINI Cooper S Coupe AT,144,MINI,2012 MINI Cooper Coupe,6,177,6 Speed Automatic Select Shift,148,2012
3009,25,Manual transmission,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,Gasoline,104,33,208,False,2012 MINI John Cooper Works Coupe,175,MINI,2012 MINI Cooper Coupe,6,192,6 Speed Manual,148,2012
